MonthlyCharges,TotalCharges
19.35,212.3
106.3,4443.45
25,316.2
20.3,1079.05
75.35,564.65
89.4,1095.65
88,6161.9
83.15,446.05
43.8,2106.05
62.05,2511.55
20.1,318.6
74.15,811.8
101.35,7323.15
84.05,186.05
20.9,454
105.9,7521.95
99.5,1056.95
44.15,44.15
53.9,834.15
85.45,85.45
85.05,999.8
44.1,2369.7
90.2,6297.65
50.85,239.55
59.2,59.2
53.45,1461.45
19.95,416.4
83.2,1060.6
74.65,4869.35
54.9,54.9
57.5,3265.95
103.9,2254.2
19.65,358.15
93.8,2939.8
89.25,4652.4
94.15,4408.45
55.6,580.8
48.7,2495.2
19.25,180.3
104.9,5913.95
75.45,158.4
54.85,104.2
19.9,1389.35
19.4,19.4
25.05,1629.2
84.45,6033.1
19.3,44.4
95.1,95.1
79.85,3320.75
25.55,1867.7
75.5,438
73.75,325.45
96.05,1148.1
68.4,3972.25
20.65,155.9
55.15,3673.15
70.6,70.6
19.95,1126.75
19,73.45
44.1,2413.05
107.6,6912.7
61.55,1581.95
90.7,5586.45
99.25,5846.65
91.7,6424.7
100.7,6018.65
78.45,3373.4
84.3,1537.9
19.55,1080.55
88.95,355.2
20.45,82.85
55.6,2016.45
86.8,5327.25
20.95,683.25
20.05,1263.05
50.7,151.3
113.65,7714.65
53.4,188.7
101.9,5549.4
59.5,130.5
87.8,2621.75
41.9,1875.25
83,5685.8
69.85,837.5
56.3,401.5
109.55,6118.95
92.15,6480.9
69.5,1800.05
97,7104.2
58.35,4214.25
50.6,50.6
89.5,863.1
70.4,1992.2
69.8,69.8
94.3,1948.35
93.8,4750.95
19.55,1007.9
95.95,5036.9
101.05,2391.8
94.8,6859.05
107.75,6521.9
54.6,617.85
71.3,157.75
19.5,516.3
56.3,2364
94.7,1687.95
104.15,7689.95
90.55,6239.05
60.8,2042.05
98.8,2807.1
98.15,4116.8
35.35,1317.95
103.15,4594.65
107.75,6332.75
81.4,3213.75
61.45,229.55
95.7,4976.15
104.8,7308.95
70.95,4555.2
44.95,44.95
97.65,6982.5
35.65,1025.15
90.55,90.55
85.25,5714.2
19.5,19.5
88.8,2274.35
25.1,789.55
100.05,4834
55.7,3131.8
85.2,602.55
91.15,3369.25
83.85,2674.15
45.9,199.75
25.1,1790.8
91.4,449.75
19.7,19.7
91.5,1400.3
51.3,411.6
21.1,741
104.75,5841.35
106.15,4512.7
85.75,5688.45
20.3,31.9
100.75,6674.65
74.15,1345.75
78.55,1843.05
45.3,196.95
19.85,1433.8
50.7,214.55
45,865.85
77.8,1358.6
83.45,3147.15
73.25,131.05
94.8,4535.85
20.1,1078.75
59.9,542.4
90.1,2312.55
51.05,415.05
70.95,3250.45
29.2,98.5
46.6,87.9
85.35,754.65
75.35,75.35
74.3,1952.25
69.3,153.8
75.2,3198.6
20.9,20.9
94.3,5610.15
76.45,4519.5
54,2440.25
104.25,6860.6
19.95,1377.7
24.95,190.25
84.75,1651.95
19.75,78.3
113.65,7939.25
44.9,44.9
75.25,576.7
24.6,1279
25,1260.7
20.95,267.35
110.6,6586.85
55.5,934.15
43.3,123.65
109.5,7534.65
19.45,19.45
84.85,3645.6
19.6,314.45
53.45,3053
19.8,677.05
112.1,7965.95
84.8,906.85
95.05,4888.7
50.35,237.25
74.6,74.6
19.7,342.4
74.2,140.1
69,1108
19.35,295.55
59.45,892.65
19.8,198.25
105.2,4822.85
109.2,6741.15
79.15,79.15
53.65,1355.45
100.2,7209
45.15,438.4
108.65,7726.35
40.65,2070.75
55.35,1636.95
105.6,7581.5
93.8,3019.5
95.7,4729.75
83.2,6126.1
90.05,6333.4
97.65,6687.85
68.05,4158.25
96.2,3183.4
79.6,79.6
102.1,7149.35
23.4,1429.65
71.05,472.65
85.25,1734.5
19.45,113.5
59.45,1884.65
92.2,2568.15
19.85,470
43.9,278.4
80.5,2088.8
89.8,502.6
90.5,2595.85
90.45,5825.5
50.75,50.75
84.6,4449.75
89.65,1208.35
99.15,1956.4
19.95,310.6
20.5,290.55
62.1,2096.1
79.5,2665
19.55,543.8
20.35,20.35
51.7,3005.8
23.3,1623.15
65.4,2498.4
65.1,2586
81.2,3292.3
72.9,651.4
74.5,4674.55
80.5,232.35
60.3,2448.5
75,658.1
90.15,3128.8
40,223.45
99.45,919.4
69.05,653.95
59.7,1825.5
19.85,943.1
86.25,181.65
45.65,45.65
70.1,551.35
40.75,359.4
70.2,115.95
55.35,165.2
95.7,2338.35
46.3,46.3
81.3,3541.1
84.2,4146.05
20,1087.25
66.15,2522.4
45.85,81
19.6,717.3
49.8,1734.2
101.75,7069.3
55.15,742.9
75.25,3017.65
103.95,6423
100.15,1164.3
99.65,4220.35
73.7,1558.7
50.05,2743.45
60.25,4055.5
105.75,2710.25
87.3,6055.55
48.35,810.7
54.25,2538.2
85.3,6129.2
50,1750.85
24.4,36.55
90.95,6652.45
72.25,2575.45
96.1,6019.35
19.85,1379.6
55.3,1284.2
20.1,296.15
69.5,653.25
25.15,412.6
20.95,85.5
49.55,49.55
79.65,1928.7
71.25,71.25
113.8,7845.8
24.55,1750.7
19.7,216.2
20.25,178.5
50.15,115.1
100.5,6029
95.9,2745.2
74.45,3721.9
104.1,3121.1
19.05,990.45
25,1004.35
19.05,157.65
81.9,3219.75
69.7,572.85
90.15,4554.85
25.35,1847.55
24.65,1766.75
19.55,1462.05
25.25,25.25
60,2193.2
89.9,2433.5
19.4,641.15
49.8,2398.4
24.1,861.85
54.25,583
109.9,7332.4
35.5,249.55
87.55,4475.9
45.15,416.45
88.4,788.6
50.8,202.3
99,6994.6
84.4,4116.15
96.55,2263.45
59.75,1374.35
111.5,4915.15
24.25,838.5
75.1,75.1
70.15,3715.65
101.75,4273.45
45.8,45.8
20.5,20.5
70.4,2044.75
30.55,30.55
84.9,1398.25
20.1,20.1
40.65,328.95
101,4680.05
69.1,69.1
54.5,3778.2
75.35,3161.4
44.45,2188.45
75,999.45
100,1888.65
98.05,3990.6
71.15,71.15
54.15,1240.25
63.9,2635
69.15,235
64.65,2347.85
108.75,7156.2
98.85,3089.6
49.15,270.8
89.6,2901.8
83.25,4949.1
70.25,2198.9
19.4,374.5
24.5,761.95
79.15,1520.9
20.1,190.25
73,5163
61.4,4059.85
84.3,2281.6
19.9,1356.7
20.4,231.45
50.75,50.75
20.45,242.4
75.75,4264.25
65.4,2774.55
80.4,3605.2
59.75,4069.9
78.5,874.2
102,1145.35
48.95,1323.7
99.65,5497.05
18.25,534.7
54.55,2455.05
20.65,38.7
40.65,947.4
20.45,357
24.8,1476.25
70.8,70.8
89.05,1448.6
96.6,291.9
88.8,5903.15
20.05,1201.65
104.5,5921.35
69.8,146.65
77.15,1759.4
35.05,844.45
108.1,7774.05
84.05,134.05
20.2,140.95
50.6,249.95
49.2,1701.65
24.6,592.65
71.65,135.75
104.9,7732.65
106.5,4282.4
49.35,219.65
75.5,2018.1
94.25,669
68.95,68.95
58.5,224.85
78.9,3771.5
93.85,196.75
79.2,943.85
109.45,6572.85
59.2,3175.85
29.15,29.15
20.05,20.05
76.05,318.9
24.45,24.45
66.5,2762.75
49.55,49.55
89.35,631.85
73.6,232.5
82.65,5919.35
49,749.25
80.35,307.4
25.2,245.15
25.45,134.75
55.8,55.8
110.9,8240.85
77.75,4266.4
26.2,1077.5
19.9,1115.6
79.05,79.05
95,95
25.2,25.2
80.85,4079.55
98.4,4187.75
56.35,2391.15
19.3,890.5
50.4,137.25
79.4,5154.6
55.25,3119.9
19.1,529.5
84.05,966.55
105.2,6936.85
101.4,3496.3
89.8,914.3
75.75,1929
95.3,5817.7
109.75,6110.2
19.85,178.8
19.3,28.3
69.1,435
91.25,2351.8
20.25,186.15
54.75,445.85
81.45,912
49.1,679.55
80.2,3581.6
100.3,4222.95
65.25,1994.3
90.95,5930.05
85.45,1505.85
20,20
94.1,5638.3
79.85,797.25
71.65,71.65
73.55,1359.45
104.65,2542.45
19.3,54.7
20.15,989.05
44.55,44.55
54.45,87.3
19.65,351.55
105,7297.75
88.7,6301.7
74.25,210.3
75.15,3822.45
20.25,1048.45
109.1,6393.65
30.75,1489.3
112.9,8061.5
74.2,74.2
94.05,518.75
78.85,5763.15
55.3,238.5
19.35,1031.7
25.35, 
20.45,34.8
19.35,1319.95
101,4388.4
100.2,420.2
89.05,2177.45
78.65,3950.85
74.75,827.05
70.1,3913.3
19.9,533.5
58.35,3756.45
105.65,443.9
100.5,2599.95
20.05,284.3
25.65,1740.8
96.5,3436.1
95,2462.55
70.85,70.85
85.95,3110.1
73.9,280.85
45.45,411.75
20,198.6
49.2,103.7
109.45,6144.55
83.25,4089.45
19.25,864.2
19.65,19.65
72.8,3249.4
109.65,5405.8
65,3363.8
114.1,7132.15
20.65,93.55
86.95,4138.9
94.75,5121.75
25.35,566.1
105.45,2715.3
25.4,1782.05
102.55,1742.5
100.2,2983.8
24,24
25.6,485.9
73.5,1905.7
74.05,1565.7
98.25,4858.7
54.4,3723.65
101.55,298.35
103.1,970.45
34.2,1782
43.75,405.7
111.95,4534.9
100.65,2415.95
55.95,1157.05
116.05,8297.5
45.75,45.75
82,2083.1
65.15,4681.75
44.8,176.2
79.8,1001.2
88.85,1594.75
74.95,212.4
106.85,7677.4
74.95,815.5
80.15,80.15
19.3,259.65
109.25,8109.8
56.1,2386.85
19.7,340.35
51.3,419.35
118.6,7990.05
24.15,1402.25
20.3,749.35
115.5,8425.15
25.05,1171.5
109.1,5647.95
19.65,708.8
111.3,7567.2
29.9,29.9
80.6,4348.1
20.8,635.9
35.2,108.95
78.8,78.8
89.95,1682.4
116.05,6925.9
19.55,223.15
106.4,5127.95
49.4,874.8
115.25,6758.45
24.8,1874.3
19.9,791.15
81.25,4639.45
69.95,143.9
69.1,69.1
90.2,1776.55
93.55,536.4
86.4,6172
66.3,1559.45
94.65,6079
80.85,80.85
82.05,4029.95
72.1,2658.4
34.7,383.55
20.55,51.15
95.95,1745.5
44.8,2230.85
109.4,7281.6
71.05,1837.7
78.55,149.55
19.7,180.7
40.25,411.45
19.85,1328.35
68.25,576.95
20.15,68.45
50.95,123.05
78.65,78.65
25.15,468.35
20.25,174.7
42.9,42.9
44,44
20.25,172.35
34.25,139.35
58.5,539.85
55.8,300.4
88.9,4968
57.65,992.7
96.2,4718.25
79.15,5536.5
108.05,7806.6
74.4,434.1
94.8,1563.9
45.9,1332.4
105.3,545.2
102.6,6296.75
73.85,1284.2
61.35,3645.5
57.55,161.45
29.25,226.95
84.55,646.85
19.6,1441.65
111.75,7511.3
106.5,5621.85
107.7,7919.8
19.3,593.2
20.05,1423.65
69.95,69.95
63.7,2763.35
24.75,692.1
50.9,2298.55
60.4,2640.55
79.25,2911.8
85.8,1727.5
24.45,86.6
110.1,6705.7
90.7,237.65
25.3,1672.35
105.7,2979.5
85.2,695.75
24.35,1654.6
24.25,24.25
25.1,1857.85
54.55,825.1
96.6,6424.25
76.5,837.95
81.15,4126.2
38.5,330.8
92.9,1337.45
93.5,362.2
84.7,5991.05
66,4891.5
101.5,5373.1
74.9,2068.55
20.75,487.05
61.45,4131.2
54.5,2301.15
69.6,131.65
99.75,4036
109.75,4900.65
80.85,5727.45
20.3,743.05
67.8,4804.65
24.05,24.05
19.8,1414.65
25.7,1443.65
56.15,2898.95
86.7,5309.5
20.4,20.4
19.65,451.55
50.55,50.55
54.35,117.05
108.1,5839.3
54.45,1893.5
45.35,45.35
59,1654.45
69.45,477.05
100.55,1415.55
64.95,4546
20.5,20.5
18.85,163.2
19.8,849.9
25.05,189.95
74.8,321.9
114.3,8058.55
24.45,482.8
109.2,7049.75
45.05,2560.1
51,286.8
110.45,7982.5
84.65,5683.6
60.05,3994.05
44.65,369.15
93.25,4631.7
20.25,401.95
25.45,1534.05
20.6,1093
94.1,701.3
34.8,1980.3
60.75,2893.4
51.35,262.3
64.05,3886.85
84.8,5917.55
71,914
50.15,2139.1
94.6,5948.7
59.75,3624.35
100.25,4753.85
98.9,5780.7
97.7,6869.7
40.3,1172.95
60.25,662.95
56.25,1765.95
46.2,2431.95
50.6,155.35
24.9,1859.2
84.85,3303.05
65.7,134.35
63.35,3409.1
50.1,709.5
70.5,70.5
94.85,953.45
50.15,50.15
19.75,19.75
64.65,3665.55
79.6,5515.8
19.5,272
99.55,6668
74,4052.4
38.9,664.4
79.55,718.55
65.45,937.6
98.7,5812.6
46.3,2546.85
99.35,6944.5
95.8,1346.3
67.5,1544.05
78.15,765.15
26.1,692.55
69.6,69.6
84.35,4059.35
100.2,6851.65
78.05,78.05
40.35,1187.05
79.2,5401.9
20.9,247
73.6,520
74.75,706.6
49.9,49.9
68.9,1370.35
20.25,20.25
76,2215.25
74,74
82.3,214.4
89.4,1871.15
99.15,6171.2
20.2,20.2
29.45,161.45
19.8,1013.2
59.15,336.7
44.75,333.65
90.8,6511.8
49.55,393.45
106.7,7009.5
93.55,2264.05
94.45,6921.7
19.45,600.25
25.05,56.35
67.95,4664.15
65.25,1441.8
99.45,5623.7
20.35,695.85
19.95,1028.75
77.4,4155.95
19.7,395.6
99.7,6330.4
74.8,2971.7
19.15,638
78.95,2034.25
95.55,2510.2
62.85,3419.5
71.55,2427.35
94.95,1760.25
86.1,3551.65
19.55,122.9
24.8,1424.2
39.3,2111.45
84.05,2909.95
36.25,374
20.25,20.25
23.9,300.8
98.6,5581.05
103.65,5676.65
92.9,3379.25
19.9,942.95
20.1,232.4
85.45,85.45
80.5,2088.45
99.9,6137
39.85,1434.6
60.5,3870
84.8,2043.45
103.85,2215
67.8,842.25
75.2,2576.2
24.85,1901
19.35,601.6
49.35,3515.25
89,605.45
55,3094.05
76.15,4929.55
20.3,595.05
74.9,469.8
117.35,8436.25
19.75,19.75
45.2,492
25.2,987.95
89.75,5496.9
75,1908.35
49.95,107.1
65.7,4575.35
67.05,4309.55
110.9,7922.75
87.95,522.35
19.8,587.7
75.7,3876.2
62.15,3778.85
101.25,1457.25
115.15,8349.45
18.95,185.6
19.5,19.5
86.55,1066.9
28.6,973.55
20.4,1226.45
19.8,342.3
45.65,985.05
56.4,3948.45
73.3,828.05
24.35,41.85
101.35,6164.7
98.65,2862.75
33.6,33.6
79.9,343.95
20.7,20.7
104.05,6590.5
20.25,717.95
103.3,2890.65
73.7,4885.85
96.2,1222.05
108.75,6871.7
20.15,405.6
19.75,208.25
25.95,1801.9
70.05,3062.45
24.05,1764.75
84.75,1816.75
23.05,1255.1
104.15,5743.05
59.95,3921.1
19.55,1463.45
19.6,189.45
20.05,96.8
85.55,408.5
78.6,1846.65
116.8,8456.75
43.55,1011.5
60.8,4263.4
54.9,2549.1
65.2,3965.05
102.95,2496.7
90.6,90.6
50.8,288.05
90.05,368.1
108.2,7840.6
92,6632.75
75.1,1013.35
25.05,152.95
75.15,3772.65
19.5,1026.35
19.3,19.3
112.2,5031.85
70.3,220.4
19.6,1416.5
20.25,158.35
75.85,256.6
80.65,5542.55
68.5,68.5
115.75,8443.7
73.5,791.75
80.6,5708.2
69.95,69.95
59.55,2016.3
19.05,326.65
95.65,5471.75
19.95,19.95
70.05,346.4
19.4,1061.6
36.1,1971.5
94,773.65
61.15,1422.05
19.75,19.75
64.1,2460.35
19.75,856.5
19.7,1275.85
110.2,7467.5
106.35,7261.75
90.55,5116.6
65.9,660.05
104.5,6590.8
52.5,1208.15
56.1,1033.9
88.75,1885.15
84.45,2467.1
75.3,989.45
26,2006.95
99.4,5025
109.55,4830.25
19.6,59.75
73.15,3088.25
54.65,3134.7
66.4,94.55
115.55,8312.4
104.45,4863.85
100.05,6871.9
102,6529.25
91.15,6637.9
89.7,3165.6
90.2,1454.15
92.4,6786.1
19.9,543
25.15,1327.15
79.85,2404.15
18.85,867.3
25.75,25.75
49.6,114.7
20.95,109.5
97.05,4692.95
25.4,546.85
19.7,1274.05
35,1782.4
101.25,5301.1
70.2,280.35
90.95,2897.95
73.85,3371
88.05,801.3
105.95,6975.25
91.85,257.05
20.1,1079.45
40.1,40.1
110.3,6997.3
73.9,2217.15
89.8,1129.1
85.15,979.05
60.95,4119.4
72.25,2568.55
73.55,3349.1
46,492.1
58.55,1718.95
24.6,605.25
19.75,1344.5
86.35,4267.15
25.5,1121.05
19,918.7
19.55,521.8
110.1,4469.1
96.55,3580.3
69.75,1729.35
50.6,1073.3
65.6,4566.5
40.1,293.3
82.1,2603.1
79.1,1783.75
101.25,2440.15
79.55,79.55
90.65,6322.1
20.55,57.4
75.75,4284.65
110,7138.65
20.85,1539.75
80.35,1058.1
70.15,123.8
84.05,2781.85
67.45,2731
20.75,20.75
89.1,89.1
69.9,497.3
51.1,711.15
94.4,1607.2
78.25,1490.95
25.55,1898.1
60,3273.95
90.55,2929.75
76.4,838.7
84.95,1443.65
110.1,7746.7
99.65,6951.15
45.4,214.75
69,2669.45
48.65,235.2
44.15,92.65
59.85,3103.25
75.75,606.25
80.65,5330.2
20.55,1403.1
66.4,2727.8
100.2,5038.45
19.1,19.1
80.3,80.3
44.55,1462.6
20.35,150.6
91.8,5960.5
74.9,74.9
20.2,1192.3
50.35,314.55
18.8,56
20.45,330.8
64.75,877.35
98.7,2249.1
89.45,2807.65
58.75,1696.2
20.7,1032.05
85.6,4902.8
80.3,4995.35
79.8,5034.05
79.85,1857.75
54.1,1992.85
80.85,751.65
24.75,66.95
80.9,1714.95
24.5,343.6
20.15,20.15
20.05,520.1
19.6,1387.45
114.3,7383.7
100.3,4483.95
80,1706.45
20.85,1327.4
89.95,5974.3
20, 
90.85,4515.85
48.75,179.85
80,5040.2
79.7,165
20.35,422.7
57.55,3046.4
20.25,20.25
19.4,358.05
100.4,2936.25
57.95,1271.8
59.5,530.05
19.2,19.2
86.5,1808.7
59.55,1144.6
103.95,7446.9
25.1,25.1
103.95,7556.9
68.95,4858.7
103.1,6595
24.7,149.05
110.2,4972.1
48.95,1880.85
62.45,2045.55
89.55,2187.15
83.55,477.55
78.9,2976.95
20.35,178.7
71.45,5025.85
46.35,3353.4
94.65,1461.15
49.9,2782.4
25.45,1699.15
89.15,1496.9
20.75,452.2
66.1,4428.45
75.4,1322.55
70.45,70.45
60.3,3563.8
21.05,139.75
69.35,1927.3
88.85,3000.25
97,3021.3
66.4,2245.4
24.75,24.75
69.2,944.65
79.5,1264.2
100.65,4917.75
103.3,2012.7
79.7,5743.3
61.4,1864.65
69.8,1221.65
40.55,1390.85
75.65,302.35
90.7,1374.9
80.5,1336.9
60.6,1297.8
101.15,6067.4
24.95,1222.25
20.3,487.95
60,2548.55
20.25,835.5
78.5,242.05
44.75,44.75
19.85,63.75
98,6218.45
79.9,260.9
107.7,7320.9
99.7,2967.35
104.7,6333.8
58.6,939.7
93.9,4200.25
86.45,5950.2
98.5,1037.75
19.4,93.4
50.45,50.45
24.95,1614.9
75,1573.95
94.65,3624.3
100.25,100.25
78.2,1468.75
94.2,2607.6
88.45,1422.1
69.85,69.85
81.7,858.6
50.05,1523.4
79.9,324.3
69.55,3435.6
25.4,399.6
90.1,4549.45
44.65,322.5
83.75,3273.55
80.35,5375.15
98.1,2510.7
53.35,3090.05
19.55,61.05
20.9,20.9
48.95,955.6
54.2,140.4
24.45,1493.1
69.4,69.4
40.15,1626.05
74.9,541.15
25.6,1784.9
70.35,70.35
91.7,6075.9
89.2,5500.6
24.1,73.1
74.15,3229.4
53.85,3399.85
115.6,6431.05
19.75,19.75
24.05,1230.9
25.3,454.65
84.3,235.05
70.1,70.1
89.75,6595.9
97.95,5867
20,196.35
78.3,909.25
103.9,6449.15
20.7,762.45
96.8,5283.95
94.4,1617.5
20.15,785.75
26,1776
77.35,5396.25
66.05,574.5
19.9,400.3
84.3,84.3
68.15,2656.3
80.85,1445.95
75.5,5212.65
92.45,6440.25
80.6,2244.95
83.2,1130
87.55,6463.15
99.55,1131.2
81.25,585.95
109.4,6252.7
19.95,19.95
45.55,2062.15
20.7,587.1
75.3,720.45
99.25,2186.4
93.4,2979.3
73.75,956.65
80.45,3201.55
88.15,3973.2
49.2,447.9
19.65,1335.2
79.35,661.25
79.75,1111.85
105.15,7555
49,49
100.05,3046.15
69.35,69.35
49.8,836.35
85.8,272.2
79.7,5293.4
20.95,20.95
50.55,50.55
79.3,2570
19.5,798.2
80.55,80.55
44.15,44.15
84.5,916.9
105.5,6487.2
84.3,1855.65
92.7,1556.85
26.25,1988.05
96.95,5432.2
20.45,147.55
115.8,8424.9
108.2,2203.7
20.2,387.4
67.75,116.65
54.9,3045.75
85.25,2287.25
20.15,130.5
90.35,767.9
55.75,446.8
114.6,8100.25
80.05,830.7
20,20
66.8,4689.15
100.3,6754.35
105.35,3540.65
85.2,2184.6
48.8,1054.6
18.95,130.55
69.8,1540.35
106.15,6411.25
20.55,1432.55
105.75,7629.85
25.25,101.9
19.75,313.4
104.85,6312.9
60.95,629.55
81.15,2640.55
19.1,1372.45
20.8,1212.25
90.15,6237.05
90.1,6310.9
74.1,5031
85.05,85.05
118.75,8672.45
85.9,2196.45
95,3008.15
20.15,220.8
101.3,5779.6
21.2,222.65
24.2,914.6
20.3,246.3
102.8,2110.15
85.3,5560
89.6,1633
99.95,547.65
56.25,969.85
50.95,2610.65
115.85,6567.9
103.65,4747.85
26.1,1759.55
35.1,101.1
99.1,6496.15
67.25,4234.15
25,300.7
59.55,59.55
77.8,4323.35
55.1,1466.1
117.8,8684.8
24.15,1776.45
45.25,2933.95
79.5,4370.25
20.25,144.35
64.75,4804.75
54.6,1125.2
20.7,39.85
94.75,422.4
79.65,251.75
115.8,8332.15
49.45,314.6
83.8,4331.4
95.35,6382
94.7,740.3
74.05,600.15
89.6,5538.8
116.6,7049.5
54.2,690.5
19.3,279.3
65.05,1427.55
92.5,452.7
19.45,19.45
24.05,1709.15
18.75,53.15
20.15,777.35
20,860.85
71,5012.1
75.55,166.3
93.6,2404.1
70,70
24.4,24.4
74.8,4820.15
65.25,209.9
50.55,610.75
104.4,3409.6
70.7,70.7
45.25,155.35
70.3,144
108.95,7875
26.45,911.6
86.2,1270.2
19.65,478.1
51.2,1561.5
19.05,761.85
74.75,2282.95
75.8,1615.1
25.1,1097.15
44.45,369.3
104.3,6725.3
19.5,31.55
89,6293.2
20.15,432.5
74.9,321.75
74.9,147.15
36.15,2434.45
19.2,532.1
19.25,375.25
61.2,125.95
20.45,1042.65
35.05,1620.25
100.25,2387.75
44,659.35
102.8,2660.2
50.35,1285.8
100,4211.55
20,377.55
99.85,990.9
94.2,193.8
86.4,6058.95
58.4,964.9
83.85,790.15
88.3,2467.75
94.1,2322.85
104.05,7262
108.9,4854.3
107.4,7748.75
94.7,1914.9
90.85,6470.1
19.9,57.4
66.4,2019.8
100.65,5688.05
100.7,1522.7
25.6,1334.5
19.85,252
20.75,700.45
95.8,5655.45
94.65,6747.35
80.55,5265.1
106.65,5174.35
45.85,105.6
104.35,2271.85
55.45,2966.95
78.85,1772.25
61.15,61.15
78.95,494.95
44.45,44.45
109.2,5290.45
61.3,3346.8
96.85,5219.65
40.55,217.5
19.8,607.7
108.25,5431.4
105.05,6004.85
90.45,5957.9
86.4,5442.05
66.9,4370.25
110.7,4428.6
20,416.45
84.9,3067.2
102.1,6688.1
20.25,20.25
70.15,4224.7
74.35,74.35
80.05,4042.2
62.05,62.05
49.2,3580.95
20.5,1198.8
38.25,1755.35
54.95,3772.5
96.6,2877.95
19.9,357.7
19.9,1397.3
84.6,959.9
80,3182.95
85.25,3704.15
81.25,4620.4
115.5,8312.75
104.1,541.9
79,929.3
39.1,971.3
94.65,1285.05
20.8,1521.2
59.5,3389.25
20.05,1198.05
100.45,3414.65
76.5,162.45
20.6,754
20.3,467.15
49.2,216.9
39.55,373
23.15,245.2
20.45,481.1
80.85,302.75
25.25,1728.2
91.25,2964.05
72.45,2156.25
60.1,60.1
19.7,1051.9
78.95,78.95
75.1,5013
25,1738.9
69.15,2275.1
91.55,5511.65
45.15,98.5
35.8,1316.9
113.15,7993.3
19.85,19.85
19.8,1388.45
19.9,666
19.7,94.45
79.4,244.65
59.1,4134.7
53.95,2375.4
91.15,4862.5
99.3,2431.35
68.95,351.5
51.55,106.2
24.4,1413
96.8,1743.05
70.05,657.5
19.5,1050.5
78.75,426.35
69.2,4982.5
19.55,19.55
80.65,1451.9
103.65,7634.8
54.7,235.05
54.15,3116.15
71.1,71.1
84.85,2633.4
20,49.65
106.25,6979.8
99.25,4920.8
19.35,46.35
20.8,1021.8
94.75,5276.1
114.05,8289.2
74.9,2659.45
19.8,196.75
94,94
80.85,5824.75
54.65,1517.5
91.7,3479.05
118.6,7365.7
24.55,1331.05
19.45,1195.95
116.15,3946.9
80.6,4299.95
20.3,20.3
89.85,1424.95
46,193.6
66.25,620.55
99.8,4391.25
90,1993.8
70.45,2597.6
75,4213.9
19.9,19.9
80.3,5017.7
19.75,1052.35
84.3,4916.4
54.05,2959.8
104.9,7559.55
53.95,53.95
97.25,7133.1
83.05,1799.3
105.5,829.55
81,1312.15
41.1,1597.05
45,524.35
74.55,4191.45
40.2,711.95
70.5,2201.75
19.75,806.95
24.65,1620.45
104.25,6812.95
78.35,1837.9
69.8,69.8
109.7,7344.45
73.75,545.15
33.45,1500.25
94.6,2283.15
54.55,494.05
20.2,1376.5
20.3,755.4
39.4,825.4
69.15,488.65
76.25,2841.55
93.9,486.85
51.35,2075.1
100.05,5299.65
70.4,204.7
20.3,1356.3
94.45,5042.75
46.4,812.4
104.05,6605.55
91.15,2995.45
24.9,505.95
59.6,3509.4
108.5,6991.9
40.55,590.35
58.95,2789.7
70.95,137.95
20.75,1123.15
113.15,7953.25
48.8,349.8
63.05,1067.05
100.85,3527.3
99.5,3762
80.55,1248.9
64.4,3035.35
75.2,4300.8
84.9,6065.3
19.3,144.95
83.9,3233.6
117.45,5438.9
104.4,1081.45
74.65,2308.6
59.05,1882.8
69.1,3255.35
20.55,1067.65
76.55,2065.4
62.5,4136.4
29.4,221.9
94.9,3848
111.65,8022.85
19.9,173.15
20.45,781.25
106.05,4510.8
113.45,5317.8
92.55,4779.45
65.6,250.1
84.35,1745.2
44.65,74.9
71.1,4140.1
85.15,3670.5
49.7,1167.8
30.2,469.65
25.25,58.9
84.05,333.55
85.7,3171.15
74.7,74.7
56.35,1381.2
90.8,455.5
107.55,3645.5
19.85,1158.85
95.9,6954.15
23.85,1672.1
106.15,3152.5
83.85,4307.1
85.35,2530.4
84.8,6141.65
90.85,3186.7
76.1,1054.8
74.55,5430.65
39.2,849.9
79.55,151.75
19.6,299.4
19.55,1086.75
39.15,2692.75
20.1,1389.6
99.95,3767.4
59.8,3641.5
49.75,2535.55
35.75,35.75
108.5,6880.85
60.15,3753.2
19.05,637.55
46,181.6
84,5329.55
44.55,44.55
103.45,1539.8
80.65,2209.75
57.2,223.75
110.75,7751.7
24.7,1174.35
97.05,4385.05
76.35,2606.35
89.4,1539.45
18.9,18.9
74.45,1261.35
19.8,58.15
50.9,225.6
84.4,5969.3
24.4,253.9
20.05,400
81,340.85
98.35,2515.3
55.5,227.35
51,305.95
91.65,365.4
84.3,2357.75
100.2,198.5
19.4,554.25
90.85,90.85
69.4,69.4
94.45,742.95
20.4,251.65
94.75,5597.65
20.15,20.15
95.7,4816.7
44.35,768.05
74.55,1215.8
73.6,3522.65
74.95,1834.95
47.95,305.1
50.1,910.45
63.6,155.65
53,3656.25
19.85,52
24.35,150.85
19.55,389.25
25.05,1873.7
93.8,1261
36.85,108.7
103.75,7346.2
56.75,3708.4
20.8,469.65
44.1,44.1
24.45,1385.85
25.6,548.8
50.75,712.75
104.4,6405
39.3,1637.4
59.65,2536.55
83.3,6042.7
79.55,958.25
24.45,1730.65
19.2,459.6
29.8,201.95
45.5,285.2
106.45,6145.85
30.05,1529.45
65.65,4664.5
96.05,1740.7
75.1,552.95
74.05,3496.3
44.7,93.7
110.75,7053.35
19.7,301.55
49.5,312.7
55,1046.5
